Date,Name,Year,Letterboxd URI,Rating
2023-11-05,Kill Bill: Vol. 2,2004,https://boxd.it/2au4,3.5
2023-11-05,The Passion of the Christ,2004,https://boxd.it/29ZK,3
2023-11-05,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,4
2023-11-05,Kill Bill: Vol. 1,2003,https://boxd.it/70w,4
2023-11-05,Lost in Translation,2003,https://boxd.it/2b0E,3.5
2023-11-05,2 Fast 2 Furious,2003,https://boxd.it/2a4g,3
2023-11-05,Finding Nemo,2003,https://boxd.it/72i,3.5
2023-11-05,Bruce Almighty,2003,https://boxd.it/2aCC,2.5
2023-11-05,Mystic River,2003,https://boxd.it/2aAG,3.5
2023-11-05,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,4
2023-11-05,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI,3.5
2023-11-05,Red Dragon,2002,https://boxd.it/1Yrs,2.5
2023-11-05,8 Mile,2002,https://boxd.it/2bew,3
2023-11-05,Day of the Wacko,2002,https://boxd.it/1D0A,3.5
2023-11-05,Men in Black II,2002,https://boxd.it/2a0y,2.5
2023-11-05,The Pianist,2002,https://boxd.it/2aqc,3.5
2023-11-05,Spirit: Stallion of the Cimarron,2002,https://boxd.it/1Zmo,5
2023-11-05,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/27V2,2.5
2023-11-06,Madagascar,2005,https://boxd.it/29dc,2.5
2023-11-06,Spider-Man,2002,https://boxd.it/2a8i,3.5
2023-11-06,The Cathedral,2002,https://boxd.it/1L4g,3.5
2023-11-06,Ice Age,2002,https://boxd.it/2apS,3.5
2023-11-06,A Beautiful Mind,2001,https://boxd.it/2amk,3
2023-11-06,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,4
2023-11-06,Ocean's Eleven,2001,https://boxd.it/2aZm,3.5
2023-11-06,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,3.5
2023-11-06,"Monsters, Inc.",2001,https://boxd.it/2a46,3.5
2023-11-06,Band of Brothers,2001,https://boxd.it/aRNY,4
2023-11-06,The Fast and the Furious,2001,https://boxd.it/1XMu,2.5
2023-11-06,Shrek,2001,https://boxd.it/29zi,5
2023-11-06,Hannibal,2001,https://boxd.it/1XVc,3
2023-11-06,Enemy at the Gates,2001,https://boxd.it/29s2,3
2023-11-06,Snatch,2000,https://boxd.it/2b7U,3
2023-11-06,Mission: Impossible II,2000,https://boxd.it/29cS,3
2023-11-06,Requiem for a Dream,2000,https://boxd.it/29VI,4
2023-11-06,American Psycho,2000,https://boxd.it/28Vs,4
2023-11-06,The Talented Mr. Ripley,1999,https://boxd.it/2924,3.5
2023-11-06,"Girl, Interrupted",1999,https://boxd.it/25ds,3.5
2023-11-06,The Green Mile,1999,https://boxd.it/2agG,4
2023-11-06,Sleepy Hollow,1999,https://boxd.it/26u0,2
2023-11-06,Toy Story 2,1999,https://boxd.it/29qq,4
2023-11-06,Fight Club,1999,https://boxd.it/2a9q,4.5
2023-11-06,Eyes Wide Shut,1999,https://boxd.it/2axs,3.5
2023-11-06,The Old Man and the Sea,1999,https://boxd.it/15Hg,3.5
2023-11-06,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/27Vc,2.5
2023-11-06,The Matrix,1999,https://boxd.it/2a1m,3
2023-11-06,A Bug's Life,1998,https://boxd.it/1Yyy,3.5
2023-11-06,Saving Private Ryan,1998,https://boxd.it/29ro,4
2023-11-06,The Truman Show,1998,https://boxd.it/18U8,4
2023-11-06,The Big Lebowski,1998,https://boxd.it/2b6C,4
2023-11-06,Good Will Hunting,1997,https://boxd.it/2ahY,4
2023-11-06,Geri's Game,1997,https://boxd.it/1P6U,4
2023-11-06,Bean,1997,https://boxd.it/28WA,3
2023-11-06,Men in Black,1997,https://boxd.it/2a0I,3
2023-11-06,L.A. Confidential,1997,https://boxd.it/27oC,4
2023-11-06,Donnie Brasco,1997,https://boxd.it/1YRA,3.5
2023-11-06,A Time to Kill,1996,https://boxd.it/28pc,2
2023-11-06,Mission: Impossible,1996,https://boxd.it/29d2,3
2023-11-06,Fargo,1996,https://boxd.it/2aHM,4
2023-11-06,Primal Fear,1996,https://boxd.it/28ws,3.5
2023-11-06,Twelve Monkeys,1995,https://boxd.it/2beQ,3
2023-11-06,Heat,1995,https://boxd.it/2bg8,4.5
2023-11-06,Toy Story,1995,https://boxd.it/29qA,4.5
2023-11-06,Se7en,1995,https://boxd.it/29zs,4.5
2023-11-06,Apollo 13,1995,https://boxd.it/2a6G,4
2023-11-06,Thanks for Every New Morning,1994,https://boxd.it/447C,3
2023-11-06,The Shawshank Redemption,1994,https://boxd.it/2aHi,4.5
2023-11-06,The Mask,1994,https://boxd.it/29rS,3.5
2023-11-06,Forrest Gump,1994,https://boxd.it/728,4
2023-11-06,Pulp Fiction,1994,https://boxd.it/29Pq,4.5
2023-11-06,Scent of a Woman,1992,https://boxd.it/1YAu,4
2023-11-06,Reservoir Dogs,1992,https://boxd.it/2agc,4.5
2023-11-06,Cape Fear,1991,https://boxd.it/28vu,3.5
2023-11-06,30 Door Key,1991,https://boxd.it/3ANe,3
2023-11-06,The Silence of the Lambs,1991,https://boxd.it/2aHW,4.5
2023-11-06,The Godfather Part III,1990,https://boxd.it/2aN6,3.5
2023-11-06,Awakenings,1990,https://boxd.it/1USu,4
2023-11-06,March Caresses,1990,https://boxd.it/7eai,2.5
2023-11-06,Dead Poets Society,1989,https://boxd.it/2aSg,4
2023-11-06,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO,3.5
2023-11-06,Full Metal Jacket,1987,https://boxd.it/2a1Q,4.5
2023-11-06,The Untouchables,1987,https://boxd.it/2b6i,3.5
2023-11-06,Dirty Dancing,1987,https://boxd.it/2baY,3
2023-11-06,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8,3
2023-11-06,Scarface,1983,https://boxd.it/2b7g,4
2023-11-06,Return of the Jedi,1983,https://boxd.it/27Vm,4
2023-11-06,Blade Runner,1982,https://boxd.it/2bcA,3.5
2023-11-06,Rocky III,1982,https://boxd.it/28Tw,2.5
2023-11-06,Raiders of the Lost Ark,1981,https://boxd.it/2bbs,3
2023-11-06,The Empire Strikes Back,1980,https://boxd.it/27Vw,4
2023-11-06,Talking Heads,1980,https://boxd.it/GSy,4
2023-11-06,Life of Brian,1979,https://boxd.it/2a4q,4
2023-11-06,Escape from Alcatraz,1979,https://boxd.it/1Vwk,4
2023-11-06,Apocalypse Now,1979,https://boxd.it/6ZS,4.5
2023-11-06,Star Wars,1977,https://boxd.it/72s,4
2023-11-06,Taxi Driver,1976,https://boxd.it/2b8y,4
2023-11-06,One Flew Over the Cuckoo's Nest,1975,https://boxd.it/2aeA,4
2023-11-06,Monty Python and the Holy Grail,1975,https://boxd.it/29GI,4
2023-11-06,The Godfather Part II,1974,https://boxd.it/2aNq,4
2023-11-06,Chinatown,1974,https://boxd.it/29vU,4
2023-11-06,The Godfather,1972,https://boxd.it/2aNK,4.5
2023-11-06,2001: A Space Odyssey,1968,https://boxd.it/2bf0,4.5
2023-11-06,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/29eY,4
2023-11-06,12 Angry Men,1957,https://boxd.it/2auI,4.5
2023-11-06,Roman Holiday,1953,https://boxd.it/29zW,4
2023-11-07,The Fly,1986,https://boxd.it/1YIe,3
2023-11-09,Kingdom of Heaven,2005,https://boxd.it/28Gs,3.5
2023-11-10,Nomadland,2020,https://boxd.it/lnRy,3.5
2023-11-11,Free Guy,2021,https://boxd.it/k8dm,4
2023-11-12,The Killer,2023,https://boxd.it/u6WE,4
2023-11-15,No Country for Old Men,2007,https://boxd.it/21ew,5
2023-11-15,Inception,2010,https://boxd.it/1skk,5
2023-11-15,Interstellar,2014,https://boxd.it/4VZ8,5
2023-11-15,Sicario,2015,https://boxd.it/8i7u,5
2023-11-18,Bad Times at the El Royale,2018,https://boxd.it/fSA2,3.5
2023-11-21,No One Will Save You,2023,https://boxd.it/uUO6,2
2023-11-25,Prometheus,2012,https://boxd.it/2s9e,3
2023-11-25,Jojo Rabbit,2019,https://boxd.it/iEBG,4
2023-11-29,A Haunting in Venice,2023,https://boxd.it/zGdg,3
2023-12-03,Death on the Nile,2022,https://boxd.it/ifpg,1.5
2023-12-08,Road to Perdition,2002,https://boxd.it/24Lo,4
2023-12-09,The Last King of Scotland,2006,https://boxd.it/28FE,4
2023-12-10,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/jLP8,2
2023-12-11,Braveheart,1995,https://boxd.it/2aTI,4
2023-12-11,"Good Morning, Vietnam",1987,https://boxd.it/29Aq,3.5
2023-12-13,The Drop,2014,https://boxd.it/4Rrc,5
2023-12-15,Alien³,1992,https://boxd.it/20zS,2
2023-12-15,Rogue One: A Star Wars Story,2016,https://boxd.it/aPvy,3
2023-12-22,Hamilton,2020,https://boxd.it/kmvE,4.5
2023-12-23,Afterimage,2016,https://boxd.it/evvw,2.5
2023-12-23,Silent Night,2017,https://boxd.it/hbie,4
2023-12-26,Shoplifters,2018,https://boxd.it/ifY6,3.5
2023-12-26,The Big Short,2015,https://boxd.it/ajZw,4
2023-12-27,Inside Out,2015,https://boxd.it/4KHC,4
2024-01-06,Ferrari,2023,https://boxd.it/cEtq,3
2024-01-06,Dream Scenario,2023,https://boxd.it/v2h0,3.5
2024-01-07,Kung Fu Panda,2008,https://boxd.it/1Yws,4
2024-01-08,Kung Fu Panda 2,2011,https://boxd.it/G36,4.5
2024-01-11,Kung Fu Panda 3,2016,https://boxd.it/4uRQ,3
2024-01-13,How to Train Your Dragon,2010,https://boxd.it/1WRy,4
2024-01-14,Wonka,2023,https://boxd.it/tCQm,2.5
2024-01-14,Killers of the Flower Moon,2023,https://boxd.it/gHp0,3
2024-01-14,Oppenheimer,2023,https://boxd.it/wUow,2.5
2024-01-14,Léon: The Professional,1994,https://boxd.it/2b8S,4
2024-01-14,Puss in Boots: The Last Wish,2022,https://boxd.it/aaie,5
2024-01-14,The Devil's Advocate,1997,https://boxd.it/286k,3.5
2024-01-14,Good Time,2017,https://boxd.it/fcFu,4
2024-01-14,Spencer,2021,https://boxd.it/qPMG,3
2024-01-14,The Game,1997,https://boxd.it/26vC,5
2024-01-14,A Clockwork Orange,1971,https://boxd.it/2aVE,4
2024-01-14,Catch Me If You Can,2002,https://boxd.it/29VS,3
2024-01-14,Toy Story 4,2019,https://boxd.it/9ALu,3
2024-01-14,The Shining,1980,https://boxd.it/29Nu,4.5
2024-01-14,Argo,2012,https://boxd.it/2czU,2.5
2024-01-14,Wonder Woman,2017,https://boxd.it/9roG,2
2024-01-14,Cars 2,2011,https://boxd.it/H4Y,4
2024-01-14,Nightcrawler,2014,https://boxd.it/780m,4
2024-01-14,Pirates of the Caribbean: The Curse of the Black Pearl,2003,https://boxd.it/70G,3.5
2024-01-14,The Dark Knight Rises,2012,https://boxd.it/H3m,4
2024-01-14,Batman Begins,2005,https://boxd.it/2aIg,4
2024-01-14,You Were Never Really Here,2017,https://boxd.it/dWOS,4.5
2024-01-14,Django Unchained,2012,https://boxd.it/2cCk,4.5
2024-01-18,Jujutsu Kaisen 0,2021,https://boxd.it/uvFS,3
2024-01-18,Turning Red,2022,https://boxd.it/ipkq,4
2024-01-25,Rango,2011,https://boxd.it/QPk,2.5
2024-01-27,Edward Scissorhands,1990,https://boxd.it/2aZc,4
2024-01-28,The Creator,2023,https://boxd.it/oXWq,2
2024-01-30,Poor Things,2023,https://boxd.it/tNWU,3
2024-01-30,The Holdovers,2023,https://boxd.it/vHza,4
2024-01-30,The Nice Guys,2016,https://boxd.it/94Hg,3.5
2024-01-31,Ted,2012,https://boxd.it/2pgc,3
2024-02-03,Argylle,2024,https://boxd.it/w1kk,2.5
2024-03-05,Anatomy of a Fall,2023,https://boxd.it/yuDE,4.5
2024-03-08,The Unbearable Weight of Massive Talent,2022,https://boxd.it/o6eK,3
2024-03-09,Dune: Part Two,2024,https://boxd.it/pUfA,5
2024-03-11,Hoodwinked!,2005,https://boxd.it/1UVS,5
2024-03-13,RRRrrrr!!!,2004,https://boxd.it/1BnM,3
2024-03-14,Kung Fu Panda 4,2024,https://boxd.it/CepE,3.5
2024-04-04,Road House,2024,https://boxd.it/cdzQ,3.5
2024-04-05,The Whale,2022,https://boxd.it/tw4c,3.5
2024-04-10,Nope,2022,https://boxd.it/sDCe,2
2024-04-12,Belfast,2021,https://boxd.it/tefG,3
2024-04-16,Hacksaw Ridge,2016,https://boxd.it/azew,3.5
2024-04-18,The Thomas Crown Affair,1968,https://boxd.it/29iw,3
2024-04-20,Red Rocket,2021,https://boxd.it/sGpi,3
2024-04-26,Civil War,2024,https://boxd.it/z1jW,3
2024-04-28,Midnight Express,1978,https://boxd.it/1U7I,3.5
2024-04-30,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape,4.5
2024-05-01,Raging Bull,1980,https://boxd.it/28yI,3
2024-05-01,For a Few Dollars More,1965,https://boxd.it/29eu,4
2024-05-16,The Fall Guy,2024,https://boxd.it/s0Bm,3.5
2024-05-17,Challengers,2024,https://boxd.it/zld0,3
2024-05-20,The Death of Stalin,2017,https://boxd.it/ea9Y,3.5
2024-05-21,Suspiria,1977,https://boxd.it/1SNW,4
2024-05-23,Hit Man,2023,https://boxd.it/ANB2,3.5
2024-05-24,La La Land,2016,https://boxd.it/a5fa,4
2024-05-25,Blow Out,1981,https://boxd.it/1TlE,3
2024-05-25,Bones and All,2022,https://boxd.it/tLd4,4.5
2024-05-29,Furiosa: A Mad Max Saga,2024,https://boxd.it/tABk,4
2024-05-29,Gladiator,2000,https://boxd.it/2b9m,5
2024-06-03,Godzilla Minus One,2023,https://boxd.it/zu4c,3
2024-07-30,Deadpool & Wolverine,2024,https://boxd.it/jq8s,2.5
2024-08-02,The Bourne Identity,2002,https://boxd.it/26EO,4
2024-10-06,Drunken Master,1978,https://boxd.it/1Ujk,3
2024-10-07,Talk to Me,2022,https://boxd.it/C6uQ,4
2024-10-08,Joker: Folie à Deux,2024,https://boxd.it/xBoE,3
2024-10-17,Barbarian,2022,https://boxd.it/yohi,3.5
2024-10-18,The Gentlemen,2019,https://boxd.it/iYBQ,4.5
2024-10-23,Operation Fortune: Ruse de Guerre,2023,https://boxd.it/rJXA,2.5
2024-10-24,Wrath of Man,2021,https://boxd.it/nEia,4
2024-10-25,Candyman,2021,https://boxd.it/kHFg,3
2024-10-26,The Beekeeper,2024,https://boxd.it/wJzS,0.5
2024-10-27,It,2017,https://boxd.it/bC8e,3
2024-10-28,The Black Phone,2021,https://boxd.it/sqFE,3
2024-10-29,Megalopolis,2024,https://boxd.it/lPBS,1
2024-10-30,GoodFellas,1990,https://boxd.it/29FA,4
2024-11-04,Hereditary,2018,https://boxd.it/hNVe,3.5
2024-11-07,The Substance,2024,https://boxd.it/zanS,3.5
2024-11-20,A Real Pain,2024,https://boxd.it/CjNG,3
2024-11-20,Conclave,2024,https://boxd.it/AO8q,4
2024-11-20,American Fiction,2023,https://boxd.it/DYHm,4
2024-11-22,Gladiator II,2024,https://boxd.it/kqQQ,2.5
2024-12-03,Anora,2024,https://boxd.it/Egcw,4
2024-12-13,Heretic,2024,https://boxd.it/H1lY,3.5
2024-12-21,Secret Level - Dungeons & Dragons: The Queen's Cradle,2024,https://boxd.it/RSua,3
2024-12-21,Secret Level - Sifu: It Takes a Life,2024,https://boxd.it/RSuk,3.5
2024-12-21,Secret Level - New World: The Once and Future King,2024,https://boxd.it/RSuu,3.5
2024-12-21,Secret Level - Unreal Tournament: Xan,2024,https://boxd.it/RSuE,4
2024-12-21,"Secret Level - Warhammer 40,000: And They Shall Know No Fear",2024,https://boxd.it/RSuO,4.5
2024-12-21,Secret Level - PAC-MAN: Circle,2024,https://boxd.it/RSuY,3.5
2024-12-21,Secret Level - Crossfire: Good Conflict,2024,https://boxd.it/RSv8,3
2024-12-21,Secret Level - Armored Core: Asset Management,2024,https://boxd.it/RSvi,4
2024-12-22,Secret Level - The Outer Worlds: The Company We Keep,2024,https://boxd.it/RSvs,3.5
2024-12-22,Secret Level - Mega Man: Start,2024,https://boxd.it/RSvM,2.5
2024-12-22,Secret Level - Exodus: Odyssey,2024,https://boxd.it/RSwq,3
2024-12-22,Secret Level - Spelunky: Tally,2024,https://boxd.it/RSwg,2.5
2024-12-22,Secret Level - Concord: Tale of the Implacable,2024,https://boxd.it/RSwK,3
2024-12-22,Secret Level - Honor of Kings: The Way of All Things,2024,https://boxd.it/RSx4,3.5
2024-12-22,Secret Level - Playtime: Fulfillment,2024,https://boxd.it/RSxe,2.5
2025-01-09,The Bourne Supremacy,2004,https://boxd.it/26EE,3.5
2025-01-31,Dirty Grandpa,2016,https://boxd.it/99pG,3
2025-02-13,The Brutalist,2024,https://boxd.it/k4BO,4.5
2025-02-25,The Incredible Hulk,2008,https://boxd.it/28dU,3
2025-02-25,Thor,2011,https://boxd.it/1WQU,3
2025-02-26,Thor: The Dark World,2013,https://boxd.it/2DqA,2.5
2025-02-26,Guardians of the Galaxy,2014,https://boxd.it/3VH2,4
2025-02-27,Avengers: Age of Ultron,2015,https://boxd.it/3qi6,2
2025-03-01,Thor: Ragnarok,2017,https://boxd.it/8MHi,4
2025-03-02,Black Panther,2018,https://boxd.it/8MHs,3.5
2025-03-02,Avengers: Infinity War,2018,https://boxd.it/9vEe,4.5
2025-03-05,Ant-Man and the Wasp,2018,https://boxd.it/cqUW,2.5
2025-03-05,Captain Marvel,2019,https://boxd.it/9vSA,3
2025-03-05,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/8MxC,3.5
2025-03-07,Ready or Not,2019,https://boxd.it/kOf0,3
2025-03-07,Avengers: Endgame,2019,https://boxd.it/9vE4,3.5
2025-03-08,Spider-Man: Far From Home,2019,https://boxd.it/fegG,3.5
2025-03-11,Shōgun,2024,https://boxd.it/LciY,4.5
2025-03-15,Nosferatu,2024,https://boxd.it/f5eG,2.5
2025-03-15,Mickey 17,2025,https://boxd.it/q1Dk,3.5
2025-03-16,Black Widow,2021,https://boxd.it/hWV8,3
2025-03-29,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/kLDI,3
2025-03-29,Captain America: Civil War,2016,https://boxd.it/89Ja,2.5
2025-04-05,Eternals,2021,https://boxd.it/j36o,2
2025-04-24,The Amateur,2025,https://boxd.it/F9NW,2.5
2025-04-24,Sinners,2025,https://boxd.it/KQMM,4.5
2025-04-24,Loki,2021,https://boxd.it/sbHg,4
2025-04-29,WandaVision,2021,https://boxd.it/sbGW,3.5
2025-05-04,The Falcon and the Winter Soldier,2021,https://boxd.it/sbH6,2.5
2025-05-05,Spider-Man: No Way Home,2021,https://boxd.it/nwRw,3.5
2025-05-05,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/gaTc,1.5
2025-05-05,Thor: Love and Thunder,2022,https://boxd.it/mMAY,4
2025-05-06,Black Panther: Wakanda Forever,2022,https://boxd.it/igPu,3
2025-05-10,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/fVNI,4.5
2025-05-21,Black Bag,2025,https://boxd.it/KRbM,4
2025-05-23,Thunderbolts*,2025,https://boxd.it/BfbQ,3.5
2025-05-27,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/nL2y,1
2025-05-27,The Marvels,2023,https://boxd.it/mwU4,1
2025-05-28,Rise of the Planet of the Apes,2011,https://boxd.it/cS4,4
2025-06-03,Captain America: Brave New World,2025,https://boxd.it/uYDm,3
2025-06-16,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/l7zS,3.5
2025-06-17,Ballerina,2025,https://boxd.it/jKqG,3
2025-06-17,Mission: Impossible – Fallout,2018,https://boxd.it/bSVc,3.5
2025-06-17,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/l7A2,3.5
2025-06-18,Dawn of the Planet of the Apes,2014,https://boxd.it/3XyQ,4
2025-06-24,War for the Planet of the Apes,2017,https://boxd.it/8FE2,3.5
2025-06-29,Kingsman: The Secret Service,2014,https://boxd.it/6dxe,4.5
2025-06-30,Warfare,2025,https://boxd.it/LbRo,4.5
2025-07-01,Nineteen Eighty-Four,1984,https://boxd.it/1YZE,3
2025-07-03,28 Days Later,2002,https://boxd.it/2aXU,2.5
2025-07-04,28 Weeks Later,2007,https://boxd.it/28Bi,1.5
2025-07-05,F1,2025,https://boxd.it/yjVM,3.5
2025-07-06,Kingsman: The Golden Circle,2017,https://boxd.it/buJm,3.5
2025-07-08,Immaculate,2024,https://boxd.it/Douw,1.5
2025-07-09,Kingdom of the Planet of the Apes,2024,https://boxd.it/ohEE,3
2025-07-25,The King's Man,2021,https://boxd.it/h714,3
2025-07-29,Platoon,1986,https://boxd.it/29BS,4.5
2025-08-03,The Hunger Games,2012,https://boxd.it/2uds,3.5
2025-08-05,The Hunger Games: Catching Fire,2013,https://boxd.it/3sAw,4
2025-08-07,The Hunger Games: Mockingjay – Part 1,2014,https://boxd.it/4hka,3.5
2025-08-09,The Hunger Games: Mockingjay – Part 2,2015,https://boxd.it/4hk0,3
2025-08-09,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/pZCY,3
2025-08-12,The King's Speech,2010,https://boxd.it/dX0,4
2025-10-04,The Accountant,2016,https://boxd.it/9EhI,3.5
2025-10-15,Gran Torino,2008,https://boxd.it/1Qzy,5
